def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
True,
!def(INET_SOCKETS),
def(MAIN),
def(_WIN32),
!def(UNIX),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(UNIX),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL_GUI),
!def(FEAT_PROFILE),
def(WIN32),
def(DEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
