def(NBDEBUG),
def(WSDEBUG),
!def(PROTO),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
