def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(PROTO),
True,
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(INET_SOCKETS),
!def(PROTO),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(DEBUG),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
