def(FEAT_BEVAL),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_RIGHTLEFT),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(WSDEBUG),
def(PROTO),
def(FEAT_TERMTRUECOLOR),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WIN32),
True,
def(MAIN),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
