def(LESSTIF_VERSION),
def(WIN32),
def(WSDEBUG_TRACE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(DEBUG),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(MAIN),
def(FEAT_BEVAL_GUI),
True,
def(FEAT_PROFILE),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(FEAT_JOB_CHANNEL),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
