def(__MINT__),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
def(_WIN32),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(DEBUG),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_PROFILE),
def(PROTO),
def(NBDEBUG),
def(FEAT_BEVAL_GUI),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(WSDEBUG),
