def(INET_SOCKETS),
def(WSDEBUG),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
True,
def(DEBUG),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
