def(FEAT_MBYTE),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(WIN32),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(_WIN32),
True,
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(NO_CONSOLE),
def(DEBUG),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_BEVAL),
def(MAIN),
