def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(WSDEBUG),
def(DEBUG),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
!def(PROTO),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
True,
def(INET_SOCKETS),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_RIGHTLEFT),
