def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(INET_SOCKETS),
def(DEBUG),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
!def(NO_CONSOLE),
True,
