!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(PROTO),
True,
def(DEBUG),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(WSDEBUG),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
