!def(PROTO),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(PROTO),
True,
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
