def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(INET_SOCKETS),
True,
def(DEBUG),
def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(PROTO),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
