def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(RISCOS),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
!def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(RISCOS),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
!def(PROTO),
def(FEAT_CLIPBOARD),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
!def(FEAT_RIGHTLEFT),
def(NBDEBUG),
True,
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
