def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(MAIN),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(__MINT__),
True,
!def(FEAT_PROFILE),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
