def(WSDEBUG_TRACE),
!def(FEAT_BEVAL_GUI),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(UNIX),
def(UNIX),
def(FEAT_BEVAL_GUI),
!def(INET_SOCKETS),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)&(!def(FEAT_VARTABS)|!def(FEAT_BEVAL_GUI))),
def(DEBUG),
def(WSDEBUG),
def(INET_SOCKETS),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
True,
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(FEAT_JOB_CHANNEL),
def(MAIN),
def(FEAT_PROFILE),
(def(FEAT_VARTABS)&def(FEAT_BEVAL_GUI)),
