def(FEAT_BEVAL_GUI),
def(WSDEBUG),
!def(INET_SOCKETS),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
def(FEAT_FLOAT),
def(DEBUG),
def(__MINT__),
def(FEAT_TOOLBAR),
def(FEAT_FKMAP),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
def(FEAT_PROFILE),
