def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(PROTO),
True,
