!def(EBCDIC),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_CLIPBOARD),
!def(RISCOS),
def(JUMPLIST_ROTATE),
True,
!def(WIN64),
!def(FEAT_GUI_MOTIF),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(FEAT_TOOLBAR),
!def(FEAT_MBYTE),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(FEAT_GUI_MOTIF),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(WIN64),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
!def(NO_CONSOLE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_GUI),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
def(NBDEBUG),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_MBYTE),
def(EBCDIC),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
