def(FEAT_BEVAL),
def(MAIN),
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(WIN32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
def(DEBUG),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI),
True,
!def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(__MINT__),
def(NBDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
