def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(__MINT__),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
True,
def(NBDEBUG),
!def(FEAT_PROFILE),
def(MAIN),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI_W32),
def(DEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_PROFILE),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(_WIN32),
