def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_BEVAL),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(PROTO),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
True,
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
