def(INET_SOCKETS),
def(UNIX),
def(PROTO),
True,
!def(INET_SOCKETS),
def(FEAT_FKMAP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_MBYTE),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(__MINT__),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(DEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_RIGHTLEFT),
def(MAIN),
def(FEAT_BEVAL_GUI),
def(NBDEBUG),
!def(UNIX),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
