def(WSDEBUG),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
True,
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
!def(INET_SOCKETS),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_GUI_W32),
def(PROTO),
def(MCH_WRITE_DUMP),
