def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG),
def(NBDEBUG),
def(PROTO),
!def(PROTO),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
True,
