!def(INET_SOCKETS),
def(NBDEBUG),
def(PROTO),
def(MAIN),
def(FEAT_FKMAP),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(WIN32),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(FEAT_TERMTRUECOLOR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(_WIN32),
def(FEAT_GUI_W32),
True,
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
