def(FEAT_CLIPBOARD),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(PROTO),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_EMACS_TAGS),
def(WIN32),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
True,
def(INET_SOCKETS),
def(NBDEBUG),
def(MAIN),
def(LESSTIF_VERSION),
def(_WIN32),
def(WSDEBUG_TRACE),
!def(FEAT_EMACS_TAGS),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
