def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
