!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(_WIN32),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
!def(INET_SOCKETS),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_TRACE),
def(MAIN),
def(FEAT_JOB_CHANNEL),
def(INET_SOCKETS),
def(__MINT__),
def(NBDEBUG),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI),
def(PROTO),
def(WIN32),
def(DEBUG),
def(FEAT_BEVAL),
