def(INET_SOCKETS),
def(NBDEBUG),
def(PROTO),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(PROTO),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
True,
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
