def(JUMPLIST_ROTATE),
!def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
!def(FEAT_MBYTE),
def(FEAT_CLIPBOARD),
def(DEBUG),
def(FEAT_GUI),
!def(NO_CONSOLE),
!def(PROTO),
def(WSDEBUG),
def(RISCOS),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(NBDEBUG),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(RISCOS),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
