def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
def(_WIN32),
def(FEAT_PROFILE),
def(__MINT__),
def(FEAT_BEVAL_GUI),
def(WSDEBUG),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(WIN32),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
True,
!def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
