!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(DEBUG),
def(WSDEBUG),
def(PROTO),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
True,
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
