!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(FEAT_EMACS_TAGS),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(PROTO),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(PROTO),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
