!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
!def(EBCDIC),
def(WSDEBUG_TRACE),
def(EBCDIC),
!def(RISCOS),
def(DEBUG),
!def(FEAT_MBYTE),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(PROTO),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_GUI),
def(PROTO),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
True,
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(RISCOS),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
