(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(WIN32),
def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(_WIN32),
True,
def(LESSTIF_VERSION),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_PROFILE),
def(MAIN),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
