!def(NO_CONSOLE),
def(PROTO),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(DEBUG),
True,
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
