def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_GUI),
!def(PROTO),
!def(NO_CONSOLE),
True,
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
