def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(RISCOS),
!def(FEAT_RIGHTLEFT),
True,
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(DEBUG),
!def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_GUI),
def(WSDEBUG),
!def(RISCOS),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
