def(__BORLANDC__),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(PROTO),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
True,
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(DEBUG),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
