!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
True,
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(WSDEBUG),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(DEBUG),
def(LESSTIF_VERSION),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
