def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
True,
!def(PROTO),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(MAIN),
