def(INET_SOCKETS),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
True,
def(FEAT_GUI_GTK),
def(FEAT_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
def(PROTO),
def(__MINT__),
def(_WIN32),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(DEBUG),
