def(FEAT_JOB_CHANNEL),
def(WIN32),
def(WSDEBUG),
def(DEBUG),
def(__MINT__),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(FEAT_GUI),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(MAIN),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(FEAT_GUI_W32),
True,
def(PROTO),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
