def(FEAT_MBYTE),
!def(NO_CONSOLE),
!def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_RIGHTLEFT),
def(FEAT_CLIPBOARD),
!def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
True,
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(WSDEBUG),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(PROTO),
!def(FEAT_BEVAL),
