def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(PROTO),
!def(INET_SOCKETS),
True,
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(PROTO),
