!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(PROTO),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(DEBUG),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
True,
