def(WSDEBUG_TRACE),
True,
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(DEBUG),
!def(PROTO),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(INET_SOCKETS),
