def(__MINT__),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(NBDEBUG),
def(_WIN32),
def(WIN32),
def(DEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(MAIN),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
