def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
True,
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(PROTO),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_CLIPBOARD),
!def(PROTO),
!def(FEAT_MBYTE),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
