def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(PROTO),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(DEBUG),
True,
!def(NO_CONSOLE),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
!def(FEAT_EMACS_TAGS),
