!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(DEBUG),
def(FEAT_GUI_W32),
def(_WIN32),
def(WIN32),
!def(FEAT_GUI_W32),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(PROTO),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(NBDEBUG),
