def(MAIN),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_GUI),
!def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(_WIN32),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
