def(WSDEBUG_SENSE),
def(_WIN32),
!def(FEAT_GUI_W32),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_GUI_W32),
def(WIN32),
def(MAIN),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
True,
def(PROTO),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
