def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
!def(PROTO),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
