def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(DEBUG),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
True,
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
