!def(INET_SOCKETS),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
True,
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(__MINT__),
def(FEAT_BEVAL),
def(FEAT_BEVAL_GUI),
def(FEAT_JOB_CHANNEL),
def(NBDEBUG),
!def(FEAT_PROFILE),
def(PROTO),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WIN32),
def(MAIN),
def(WSDEBUG),
def(_WIN32),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
