def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(MAIN),
!def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(WIN32),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(_WIN32),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
True,
def(WSDEBUG_SENSE),
