def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
True,
def(LESSTIF_VERSION),
def(NBDEBUG),
def(FEAT_BEVAL),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(PROTO),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
