def(JUMPLIST_ROTATE),
def(FEAT_TERMTRUECOLOR),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(INET_SOCKETS),
def(NBDEBUG),
def(MAIN),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(WIN32),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
True,
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(_WIN32),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
