def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(NBDEBUG),
def(RISCOS),
def(FEAT_GUI_GTK),
!def(PROTO),
!def(EBCDIC),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
True,
!def(FEAT_MBYTE),
def(EBCDIC),
def(PROTO),
!def(RISCOS),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
