def(INET_SOCKETS),
def(FEAT_BEVAL),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(MAIN),
def(PROTO),
def(WIN32),
def(_WIN32),
def(DEBUG),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(NBDEBUG),
