def(__MINT__),
def(LESSTIF_VERSION),
True,
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(WSDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(_WIN32),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(MAIN),
def(WIN32),
def(INET_SOCKETS),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(PROTO),
def(FEAT_GUI_W32),
