def(EBCDIC),
def(LESSTIF_VERSION),
def(FEAT_DND),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
(def(FEAT_GUI_GTK)&def(FEAT_BEVAL)),
!def(EBCDIC),
(!def(FEAT_BEVAL)&def(NOIME)),
def(FEAT_TERMRESPONSE),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
!def(RISCOS),
(!def(PROTO)&!def(__BORLANDC__)),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
True,
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
(def(FEAT_BEVAL)&!def(FEAT_GUI_GTK)&(!def(FEAT_GUI_GTK)|!def(FEAT_BEVAL))),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
